amount,tcode,month,dow,year,dtme_cat,age_group,td
252.30084207591136,CREDIT__nan__INTEREST CREDITED,6,6,1998,last,31-40,20.316147069173955
3150.527588106444,DEBIT__CASH WITHDRAWAL__nan,9,3,1996,last,51-60,0.5675834294805226
678.0754956332562,DEBIT__CASH WITHDRAWAL__nan,6,5,1998,last,51-60,1.2979897327457581
26.55727041266364,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,7,3,1996,last,31-40,15.270021716574844
180.4582133298992,CREDIT__nan__INTEREST CREDITED,2,6,1998,last,61+,0.015645093907382168
1070.1451829853086,DEBIT__CASH WITHDRAWAL__nan,1,6,1996,first,51-60,0.8210386325750988
196.10432164919888,CREDIT__nan__INTEREST CREDITED,6,1,1996,last,51-60,9.635944472385106
15202.892645967378,CREDIT__CREDIT IN CASH__nan,6,3,1996,first,31-40,6.61489167021627
-2.758276008356461,DEBIT__CASH WITHDRAWAL__nan,1,5,1998,last,41-50,0.9256339312373107
255.07110852562585,DEBIT__CASH WITHDRAWAL__nan,12,5,1998,last,31-40,0.9812797420501305
34106.60910095187,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,3,6,1995,first,41-50,1.17897827420285
71.82572763720279,CREDIT__nan__INTEREST CREDITED,12,6,1998,last,51-60,-0.006171271242785678
-225.5865533222768,DEBIT__CASH WITHDRAWAL__nan,1,2,1998,middle,18-30,1.4436728837019706
31.664825587795747,CREDIT__nan__INTEREST CREDITED,9,3,1996,last,31-40,-0.010297431847699191
20379.136301647446,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,7,3,1998,middle,31-40,4.996629596061636
39.16809384038461,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,2,1997,first,31-40,0.03711990442524953
212.42078058021082,CREDIT__nan__INTEREST CREDITED,3,1,1998,last,18-30,-0.022150392092859638
155.42087553738241,DEBIT__REMITTANCE TO ANOTHER BANK__INSURANCE PAYMENT,10,6,1998,first,51-60,9.13785284004092
8591.18042859338,DEBIT__REMITTANCE TO ANOTHER BANK__ ,9,6,1998,first,51-60,0.006076704881605086
5431.432389986979,CREDIT__CREDIT IN CASH__nan,7,4,1997,first,51-60,7.664030379463297
-1205.69893257713,DEBIT__CASH WITHDRAWAL__nan,7,5,1998,middle,18-30,3.802525213684275
-1112.5334119133088,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,middle,51-60,6.809793103685026
-16.62562344973979,CREDIT__nan__INTEREST CREDITED,8,5,1998,last,31-40,19.26830419124625
8089.527650144738,DEBIT__CASH WITHDRAWAL__nan,1,1,1998,last,51-60,1.491516626628035
176.05877202133163,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,1,3,1996,last,51-60,0.5700736472815287
13127.268913153885,CREDIT__CREDIT IN CASH__nan,2,3,1995,first,31-40,5.599975450295998
108.9511432730411,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,4,2,1996,last,61+,0.0036911822288861686
17104.035135457973,DEBIT__REMITTANCE TO ANOTHER BANK__INSURANCE PAYMENT,10,5,1998,first,31-40,7.176739240895181
-106.29118139003607,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,9,0,1998,last,41-50,2.2544058305492545
32817.52217876476,CREDIT__CREDIT IN CASH__nan,3,3,1995,first,51-60,0.2490818677296125
7676.710775185586,DEBIT__CASH WITHDRAWAL__nan,6,0,1997,middle,31-40,6.050200126364944
1612.6858179017704,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,6,6,1996,first,61+,5.154900501511426
6772.074416287671,CREDIT__nan__INTEREST CREDITED,8,6,1997,middle,18-30,9.111865375201642
1744.6013538935977,DEBIT__CASH WITHDRAWAL__nan,8,5,1998,middle,18-30,4.924874046486589
2248.0415070711865,DEBIT__CASH WITHDRAWAL__nan,1,3,1995,middle,51-60,1.6436826791048496
283.22984727619627,DEBIT__REMITTANCE TO ANOTHER BANK__ ,6,1,1998,last,31-40,-0.038079266882439816
757.5523100545606,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,3,4,1997,first,51-60,4.114351466428112
-161.3324794668252,CREDIT__nan__INTEREST CREDITED,2,1,1998,last,31-40,6.283644397438061
12082.951110682909,CREDIT__CREDIT IN CASH__nan,6,5,1998,first,51-60,3.1728348039272802
23868.187300586033,CREDIT__CREDIT IN CASH__nan,5,6,1995,middle,31-40,1.1846719393935108
8366.508717225692,CREDIT__CREDIT IN CASH__nan,6,3,1997,middle,18-30,12.329987634376842
21825.898448471627,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,8,6,1996,middle,31-40,16.397864781316848
1797.56461363064,DEBIT__REMITTANCE TO ANOTHER BANK__ ,2,2,1995,middle,31-40,6.409492499149213
106.992578085951,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,4,1,1997,last,31-40,-0.04900999472426642
47641.44847730264,DEBIT__CASH WITHDRAWAL__nan,6,2,1996,first,41-50,2.356203632543556
5441.381149368806,CREDIT__CREDIT IN CASH__nan,2,3,1996,last,51-60,5.057385927237933
-36.36311968249876,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,6,1996,last,61+,13.524411681993616
-13.876401480510069,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,3,2,1996,last,18-30,-0.022972376309266414
425.4947230239619,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,first,18-30,1.736026998412619
7033.211770801934,DEBIT__CASH WITHDRAWAL__nan,1,5,1998,last,31-40,4.3271464525014975
177.94500801711888,CREDIT__nan__INTEREST CREDITED,2,4,1998,last,51-60,-0.023914581297798315
3054.636832403863,CREDIT__CREDIT IN CASH__nan,11,5,1996,middle,31-40,2.134145588202955
2246.92107594467,DEBIT__CASH WITHDRAWAL__nan,1,5,1997,last,18-30,-0.029359704499645492
10540.395835845207,DEBIT__CASH WITHDRAWAL__nan,1,4,1996,middle,51-60,1.9470120222425007
211.0148058927178,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,6,1995,last,61+,5.079334625662932
7552.883892183874,DEBIT__CASH WITHDRAWAL__nan,6,6,1998,middle,51-60,12.208039975842635
7492.835614631245,DEBIT__CASH WITHDRAWAL__nan,6,2,1997,first,51-60,5.381625210520969
-1021.1132964985641,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,first,31-40,0.5614227653500047
4.355396170743177,CREDIT__nan__INTEREST CREDITED,11,2,1996,last,31-40,10.155470464040068
207.82909712355192,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,0,1996,first,61+,5.501077508036248
293.46916975627994,CREDIT__nan__INTEREST CREDITED,12,6,1995,last,61+,17.294488458123027
6624.777929713535,CREDIT__CREDIT IN CASH__nan,6,1,1998,middle,31-40,4.215824712403735
2595.68331017361,DEBIT__CASH WITHDRAWAL__nan,1,6,1997,first,18-30,-0.01548243131778912
141.14941752406145,CREDIT__nan__INTEREST CREDITED,8,5,1996,last,31-40,16.856175090798434
23336.497403365596,DEBIT__REMITTANCE TO ANOTHER BANK__ ,6,1,1998,middle,31-40,4.453404837014033
13287.715876173583,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,2,3,1998,first,51-60,1.3816491164661633
-64.88708281174242,CREDIT__nan__INTEREST CREDITED,8,3,1998,last,51-60,0.023102293655216762
18952.6240927833,CREDIT__CREDIT IN CASH__nan,6,6,1995,middle,31-40,0.7165470891289929
-76.69144472662252,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,1,5,1998,first,18-30,-0.01684516701068307
1903.265684524103,CREDIT__CREDIT IN CASH__nan,11,5,1996,middle,51-60,2.5072393165454563
5560.23703913486,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,2,1,1996,first,51-60,0.8382123063967555
239.13248102949802,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,2,1997,last,41-50,0.04381703661637823
61.84977965249972,CREDIT__nan__INTEREST CREDITED,8,3,1998,last,51-60,8.9880070174663
262.6629061933988,CREDIT__nan__INTEREST CREDITED,7,3,1993,last,61+,15.308042012767876
2001.6579252542385,DEBIT__CASH WITHDRAWAL__nan,1,4,1998,last,18-30,4.412242913098858
180.1589482596218,DEBIT__CASH WITHDRAWAL__nan,12,3,1996,first,51-60,8.632100134254394
97.1651837564647,CREDIT__nan__INTEREST CREDITED,3,1,1998,last,31-40,11.712675349909711
214.01026807301008,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,9,2,1996,last,31-40,5.398806478870219
9338.611725718574,DEBIT__CASH WITHDRAWAL__nan,1,3,1995,last,31-40,6.111618706072111
301.92361688636123,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,3,3,1998,last,51-60,-0.0166395944851894
28.144693533858323,CREDIT__CREDIT IN CASH__nan,3,3,1996,first,41-50,3.585561517587838
-828.7899513753134,DEBIT__REMITTANCE TO ANOTHER BANK__ ,1,6,1998,middle,18-30,17.965116825834095
2125.5623684979582,DEBIT__CASH WITHDRAWAL__nan,12,1,1998,last,51-60,2.7050558504091047
-215.2496780532154,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,3,1998,last,18-30,6.643298027639151
-942.8139945908342,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,10,3,1996,middle,51-60,14.413641456065122
2738.7220573289637,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,3,6,1998,first,51-60,6.1979793560147725
894.2745671331807,CREDIT__CREDIT IN CASH__nan,8,0,1997,first,31-40,3.247294338847735
-53.33043565907103,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,7,4,1998,last,51-60,0.014951518709995792
20976.143374811436,CREDIT__CREDIT IN CASH__nan,3,2,1996,middle,41-50,4.452689585873692
-28.619809248831558,DEBIT__CASH WITHDRAWAL__nan,6,6,1996,last,51-60,4.5238324439297
-92.63673947347182,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,4,2,1996,last,61+,0.010590207122766798
149.5197365960856,CREDIT__nan__INTEREST CREDITED,12,3,1996,last,41-50,11.483036765715593
1383.843795327387,DEBIT__CASH WITHDRAWAL__nan,6,6,1995,first,31-40,1.8017849739964173
304.58508340171437,DEBIT__CASH WITHDRAWAL__nan,6,2,1998,last,31-40,17.75265533289334
364.13076167697056,DEBIT__CASH WITHDRAWAL__nan,12,2,1995,first,31-40,-0.0199545983516069
7374.483629043922,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,2,0,1996,first,31-40,2.5424238772653363
-190.46656270863218,DEBIT__CASH WITHDRAWAL__nan,4,2,1997,last,41-50,13.238376951723616
-11.081088810432107,DEBIT__CASH WITHDRAWAL__nan,1,3,1998,last,51-60,2.0137437891171244
10580.386899994566,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,8,3,1995,first,31-40,8.68008339162609
-91.70279809887761,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,3,1995,last,61+,4.709838563813158
18286.894407931104,CREDIT__CREDIT IN CASH__nan,6,6,1995,middle,41-50,5.93065010275196
-208.23856090632904,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,2,1998,last,61+,0.003243698020831319
672.1359121613916,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,3,6,1998,first,51-60,5.51374748556718
6232.825935507285,DEBIT__CASH WITHDRAWAL__nan,12,2,1998,first,51-60,6.580439214882488
60.62834995611523,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,9,1,1997,last,31-40,13.179294243231425
99.01874369885371,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,12,4,1997,first,18-30,-0.03144594280797303
10842.364558915642,CREDIT__CREDIT IN CASH__nan,7,1,1998,middle,51-60,4.405033543612861
-700.0556646127154,DEBIT__CASH WITHDRAWAL__nan,1,1,1998,middle,51-60,1.2688467911897654
-50.012272875618905,CREDIT__nan__INTEREST CREDITED,7,0,1998,last,61+,4.156508467664555
1425.0381129178854,DEBIT__CASH WITHDRAWAL__nan,1,5,1998,first,51-60,4.442334474990167
398.52354650155837,CREDIT__CREDIT IN CASH__nan,6,3,1997,middle,31-40,-0.006943412083496938
7898.749006449746,CREDIT__CREDIT IN CASH__nan,2,5,1996,middle,18-30,0.6075685876530398
5611.29843725962,CREDIT__nan__INTEREST CREDITED,10,5,1998,last,31-40,4.044852525272375
3932.1923452099113,CREDIT__CREDIT IN CASH__nan,11,3,1995,middle,41-50,9.302265100569675
1397.943071733378,DEBIT__CASH WITHDRAWAL__nan,1,1,1998,middle,31-40,1.177100439521379
94.4486878385253,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,first,18-30,1.3263700489331218
6108.260040852687,DEBIT__REMITTANCE TO ANOTHER BANK__ ,1,6,1996,first,51-60,3.5616548042217713
900.611493515637,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,first,18-30,0.4932294413581655
159.07291110651153,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,11,0,1997,last,18-30,5.8956372458626305
-54.53619579194266,DEBIT__CREDIT CARD WITHDRAWAL__nan,6,6,1997,last,31-40,1.147181029077693
153.6093108116351,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,4,2,1997,last,61+,-0.028043351125965905
14406.713792967537,CREDIT__CREDIT IN CASH__nan,2,5,1997,middle,31-40,3.04611579183628
22680.54169862429,CREDIT__COLLECTION FROM ANOTHER BANK__nan,6,1,1997,first,51-60,7.6682729142618875
2900.0331580139605,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,2,1996,first,61+,7.013774073946278
142.64102922695116,DEBIT__CASH WITHDRAWAL__nan,1,3,1998,last,51-60,18.525419799020757
3791.2697710081807,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,3,1997,first,61+,-0.0006439609569076801
6358.504000199619,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,2,1998,middle,51-60,1.4654912901965602
753.2507104030582,DEBIT__CASH WITHDRAWAL__nan,1,5,1997,last,18-30,3.2406677545623337
105.46889799929465,CREDIT__CREDIT IN CASH__nan,6,6,1998,middle,51-60,3.54027413597047
91.26061402616791,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,3,1998,last,61+,3.553819305900484
19462.565072756785,CREDIT__CREDIT IN CASH__nan,6,0,1998,first,31-40,0.0021316219989433263
12289.489512628246,CREDIT__CREDIT IN CASH__nan,9,2,1998,middle,31-40,8.03720566372038
4160.512948210331,DEBIT__CASH WITHDRAWAL__nan,7,2,1997,middle,31-40,1.5525782742572691
11262.522213959697,CREDIT__CREDIT IN CASH__nan,3,3,1996,middle,51-60,9.418081405816274
506.06456504179823,CREDIT__nan__INTEREST CREDITED,11,5,1996,last,51-60,7.157637402671394
18508.268869556596,DEBIT__CASH WITHDRAWAL__nan,6,6,1996,first,31-40,-0.010741257286844899
162.53228673805796,CREDIT__nan__INTEREST CREDITED,2,3,1997,last,31-40,-0.04413928977122204
2147.714807056752,DEBIT__CASH WITHDRAWAL__nan,2,2,1997,middle,31-40,0.9851647602731499
-80.32768785297664,CREDIT__nan__INTEREST CREDITED,5,2,1997,last,31-40,0.033893791292062166
1067.7596307574338,CREDIT__CREDIT IN CASH__nan,2,2,1997,middle,31-40,1.8395144253663218
-27.980276756073465,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,3,1998,last,31-40,0.02809267149674248
-440.22447190888215,DEBIT__CASH WITHDRAWAL__nan,6,6,1996,middle,51-60,4.298370580959637
10281.169082131084,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,3,1995,first,51-60,3.271915024960422
8854.75523872481,DEBIT__CASH WITHDRAWAL__nan,2,5,1998,first,51-60,6.000163065654689
43.112786033071224,CREDIT__nan__INTEREST CREDITED,2,5,1994,last,31-40,18.555586065255472
24371.403352660753,CREDIT__CREDIT IN CASH__nan,11,2,1995,first,31-40,4.958321498646141
237.14795145430986,CREDIT__nan__INTEREST CREDITED,2,6,1997,last,18-30,16.5741160339799
34343.82377536224,DEBIT__CASH WITHDRAWAL__nan,8,3,1998,first,18-30,6.538621688826758
14185.890804723651,CREDIT__CREDIT IN CASH__nan,6,6,1996,middle,31-40,9.089049370611882
183.97271751362888,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,9,2,1998,last,31-40,0.01481586910854523
117.68010267482677,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,3,1997,last,61+,0.014320223169424112
8340.532522823152,CREDIT__CREDIT IN CASH__nan,12,6,1997,first,31-40,5.243503169951418
24.809057319324566,DEBIT__CASH WITHDRAWAL__nan,6,2,1997,first,51-60,1.7235240643277638
8033.949178249419,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,2,4,1998,first,51-60,2.1949774866524763
315.9541873092801,CREDIT__nan__INTEREST CREDITED,6,6,1998,last,51-60,0.016809017533030067
298.0599783125921,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,9,2,1998,last,51-60,-0.03202677110180959
-33.41708445662471,CREDIT__nan__INTEREST CREDITED,1,4,1997,last,51-60,18.700645158068117
1958.1411856543666,DEBIT__CASH WITHDRAWAL__nan,10,3,1998,middle,31-40,6.457087766563564
-212.64037132707136,DEBIT__CASH WITHDRAWAL__nan,2,6,1995,last,31-40,5.588253732588322
4975.680495002457,DEBIT__CASH WITHDRAWAL__nan,12,6,1997,middle,31-40,1.817309076930122
-441.5932559621831,DEBIT__CASH WITHDRAWAL__nan,1,2,1998,last,51-60,4.935903215823922
12415.99809320481,CREDIT__CREDIT IN CASH__nan,2,3,1998,first,51-60,6.856995771918802
1712.221247562723,CREDIT__CREDIT IN CASH__nan,11,0,1998,last,31-40,6.657639660688511
3021.963056259018,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,6,1998,first,31-40,5.424611057311155
6381.418089956425,CREDIT__CREDIT IN CASH__nan,7,1,1998,first,51-60,2.3224292009726923
353.8013146308355,CREDIT__CREDIT IN CASH__nan,11,4,1995,first,31-40,0.0024279638887301446
11406.122863422956,CREDIT__CREDIT IN CASH__nan,6,2,1998,middle,51-60,2.034839477028691
7686.679156052188,CREDIT__CREDIT IN CASH__nan,8,6,1998,last,31-40,6.187301124778003
1430.1192256895833,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,7,4,1997,first,18-30,5.3530563981778165
203.63898309568884,CREDIT__nan__INTEREST CREDITED,7,4,1998,last,18-30,3.60612289780035
6701.427962251821,CREDIT__CREDIT IN CASH__nan,7,3,1998,middle,51-60,1.9699607148543055
1839.1269568172033,DEBIT__CASH WITHDRAWAL__nan,12,5,1998,first,18-30,3.2349020365495664
151.4715802875346,CREDIT__nan__INTEREST CREDITED,6,4,1998,last,31-40,0.008807681239622974
87.01878779680825,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,11,3,1997,last,31-40,-0.030647246550403788
387.3460949216255,CREDIT__nan__INTEREST CREDITED,6,3,1998,last,18-30,-0.020216879738208644
-65.64859017530831,CREDIT__nan__INTEREST CREDITED,8,3,1996,last,31-40,0.045792972201722286
110.0307555553614,CREDIT__CREDIT IN CASH__nan,1,1,1998,first,31-40,0.01739023495977263
-112.30342239021661,DEBIT__CASH WITHDRAWAL__nan,1,5,1996,last,51-60,1.354983854513036
4416.761921537582,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,6,1998,middle,51-60,6.771899403460932
11507.843695844611,CREDIT__CREDIT IN CASH__nan,8,6,1995,first,51-60,7.477213738247229
-22.26099420762877,CREDIT__nan__INTEREST CREDITED,11,0,1998,last,31-40,18.54592727468645
6552.881410066235,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,8,5,1997,first,51-60,4.257221846820938
10284.62253360085,DEBIT__CASH WITHDRAWAL__nan,1,3,1998,middle,31-40,5.147748964122285
79.39607168543827,CREDIT__nan__INTEREST CREDITED,8,5,1998,last,18-30,6.625170972864988
73.53090226896423,CREDIT__nan__INTEREST CREDITED,7,3,1998,last,51-60,15.36694744615144
16095.059397180785,DEBIT__CASH WITHDRAWAL__nan,7,3,1998,middle,31-40,1.7274901181788564
1785.3095272976445,DEBIT__CASH WITHDRAWAL__nan,1,2,1996,middle,51-60,6.936345478169226
228.2191924181617,DEBIT__CASH WITHDRAWAL__nan,1,3,1996,middle,41-50,2.7318651543295953
13360.730550383281,DEBIT__CASH WITHDRAWAL__nan,1,5,1996,last,51-60,7.91387957787286
261.2696716278083,CREDIT__nan__INTEREST CREDITED,6,6,1998,last,31-40,10.380579171349344
5310.151697736925,DEBIT__REMITTANCE TO ANOTHER BANK__ ,3,6,1998,first,51-60,2.738840022122597
2220.488791671475,DEBIT__CASH WITHDRAWAL__nan,1,2,1996,last,41-50,5.489452395508261
3210.658546092562,CREDIT__COLLECTION FROM ANOTHER BANK__nan,8,3,1998,middle,18-30,5.902941020331467
-202.2165333469021,CREDIT__nan__INTEREST CREDITED,7,2,1998,last,61+,18.808069924715333
853.2128238845988,DEBIT__CASH WITHDRAWAL__nan,1,1,1998,first,51-60,2.154791119189383
-48.006676879723,DEBIT__CASH WITHDRAWAL__nan,1,0,1996,last,31-40,4.660269478312887
-56.05234894107444,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,2,1998,first,61+,0.02313827780110696
2020.0235854884843,DEBIT__CASH WITHDRAWAL__nan,1,3,1998,middle,31-40,5.51354131921488
88.62849875857667,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,3,3,1998,first,31-40,0.0152079224473307
-2.78689213093233,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,last,18-30,7.362435605366396
6684.075740463999,DEBIT__CREDIT CARD WITHDRAWAL__nan,11,5,1998,middle,31-40,5.065468865765906
2598.517581458171,DEBIT__CASH WITHDRAWAL__nan,1,4,1995,first,51-60,0.022353284819892405
-143.49019186175224,DEBIT__CASH WITHDRAWAL__nan,7,3,1996,middle,51-60,8.043364457578505
3548.5847701413722,CREDIT__CREDIT IN CASH__nan,3,3,1996,middle,51-60,5.263873054901464
204.5845635939965,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,6,1998,last,31-40,13.735485946400894
10153.860209221053,CREDIT__CREDIT IN CASH__nan,6,1,1998,first,31-40,-0.018175502065194367
-1005.1126192735574,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,3,4,1997,first,51-60,0.8575920590837228
4536.71171529909,CREDIT__CREDIT IN CASH__nan,6,5,1998,middle,18-30,3.608419014673196
186.1001999072638,DEBIT__CASH WITHDRAWAL__nan,3,3,1998,last,31-40,2.6296254261882437
998.8267548198301,DEBIT__CASH WITHDRAWAL__nan,6,1,1996,first,18-30,3.0880852547431994
379.364821423996,CREDIT__nan__INTEREST CREDITED,6,3,1998,last,51-60,16.26309794815911
3484.869915334123,DEBIT__CASH WITHDRAWAL__nan,6,4,1997,middle,51-60,0.5967138073701947
2555.7783439798654,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,3,4,1997,middle,18-30,4.169389846874448
51288.56907834519,CREDIT__CREDIT IN CASH__nan,6,3,1995,middle,31-40,0.5577076005066303
25950.328110504357,CREDIT__CREDIT IN CASH__nan,8,6,1998,middle,31-40,5.708533368714337
-38.49531080946031,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,9,2,1997,last,51-60,0.0071315875622371076
-305.3838709424001,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,9,2,1996,middle,31-40,11.06576450542268
-548.7879960909477,DEBIT__CASH WITHDRAWAL__nan,6,6,1995,middle,51-60,4.635266246157853
384.3086178640095,DEBIT__CASH WITHDRAWAL__nan,8,6,1997,last,51-60,2.589906504403456
179.1982683575778,CREDIT__nan__INTEREST CREDITED,6,3,1995,last,51-60,4.761506124399395
4153.6209480247335,DEBIT__CASH WITHDRAWAL__nan,6,3,1998,middle,18-30,5.94465383048013
-40.18997312034247,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,4,6,1996,last,51-60,0.0332473311840639
344.2281943585729,CREDIT__nan__INTEREST CREDITED,6,4,1995,last,51-60,10.008199036338864
6196.039101656848,CREDIT__nan__INTEREST CREDITED,10,3,1997,middle,31-40,8.174197806110364
161.2607567088985,CREDIT__nan__INTEREST CREDITED,12,3,1997,last,51-60,4.07441964135904
12577.798754446381,DEBIT__CASH WITHDRAWAL__nan,1,5,1996,middle,41-50,4.1997623510046935
1729.7792369272966,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,1,1998,first,31-40,4.886909796505645
-148.39940763162923,CREDIT__nan__INTEREST CREDITED,10,6,1998,last,31-40,2.0643961021700674
25100.980205089123,CREDIT__CREDIT IN CASH__nan,6,6,1995,middle,18-30,9.893657447531046
3158.343315145359,DEBIT__CASH WITHDRAWAL__nan,1,4,1998,first,51-60,7.339666602808775
1159.9166627666596,DEBIT__CASH WITHDRAWAL__nan,6,4,1995,middle,31-40,-1.019106920314337
208.3293238543647,CREDIT__nan__INTEREST CREDITED,2,2,1998,last,51-60,-0.029197629676301764
395.5409424072603,CREDIT__nan__INTEREST CREDITED,7,1,1998,last,31-40,4.957764644484878
6273.1796160412405,DEBIT__CASH WITHDRAWAL__nan,2,5,1996,middle,31-40,2.952949217232073
95.68158255267633,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,0,1998,first,41-50,3.3888506319562515
144.6579890970132,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,11,0,1998,last,51-60,-0.0010118231395369356
26428.908849257212,DEBIT__REMITTANCE TO ANOTHER BANK__ ,9,6,1998,first,51-60,6.8720576911044455
3733.420689522021,CREDIT__COLLECTION FROM ANOTHER BANK__nan,7,3,1996,middle,31-40,2.9914665300879464
395.07674874374504,DEBIT__CASH WITHDRAWAL__nan,1,1,1998,middle,18-30,5.436869513816038
3725.602736566589,DEBIT__CASH WITHDRAWAL__nan,1,3,1998,first,51-60,6.641848369744634
4679.33960012479,CREDIT__COLLECTION FROM ANOTHER BANK__nan,7,3,1998,last,61+,2.1133219749421395
359.07525324212634,CREDIT__CREDIT IN CASH__nan,10,2,1998,last,31-40,2.290297606791807
223.82841942439535,CREDIT__nan__INTEREST CREDITED,6,4,1995,last,31-40,-0.014560557071607567
10053.912589309295,CREDIT__CREDIT IN CASH__nan,1,5,1998,first,18-30,1.7741999160587256
1958.7829256514206,DEBIT__CASH WITHDRAWAL__nan,3,2,1997,middle,31-40,3.5955298433492002
11251.13982613896,DEBIT__CASH WITHDRAWAL__nan,3,3,1998,last,31-40,7.961675243865609
2786.1198662346287,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,1,1998,first,51-60,6.554268087253872
60.68950450731568,CREDIT__nan__INTEREST CREDITED,9,2,1997,last,18-30,0.004576949394154976
-57.02692894525596,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,2,1998,first,61+,8.509218133576006
1670.412187984916,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,7,2,1996,last,61+,1.5062433976106484
-876.566519253736,DEBIT__CASH WITHDRAWAL__nan,12,2,1998,middle,31-40,2.578257374987829
-96.15898996588918,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,7,3,1997,last,31-40,15.171441286448278
4294.808192873918,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,3,3,1998,middle,51-60,5.634449118710252
